taxon_oid	Domain	Status	Genome Name	Taxon Object ID	NCBI Taxon ID	RefSeq Project ID	GenBank Project ID	Phylum	Class	Order	Family	Genus	Species	Strain	Sequencing Center	Funding Agency	Add Date	Is Public	Release Date	IMG Release	IMG Product Assignment	IMG Submission ID	Proposal GOLD ID	Proposal Name	Biotic Relationships	Body Site	Body Subsite	Cell Arrangement	Cell Shape	Diseases	Energy Source	Ecosystem	Ecosystem Category	Ecosystem Type	Ecosystem Subtype	Isolation	Specific Ecosystem	Gram Staining	Host Name	Host Gender	Motility	Metabolism	Oxygen Requirement	Phenotype	Relevance	Salinity	Sporulation	Temperature Range	IMG Sample ID	IMG Project ID	Contact Name	Contact Email	Funding Program	Scaffold Count	CRISPR Count	GC Count	GC %	Coding Base Count	Genome Size	Gene Count	CDS Count	CDS %	RNA Count	rRNA Count	5S rRNA Count	16S rRNA Count	18S rRNA Count	23S rRNA Count	28S rRNA Count	tRNA Count	Other RNA Count	Fused Count	Fused %	Fusion Component Count	Fusion component %	Pseudo Genes Count	Pseudo Genes %	Unchar Count	Unchar %	Obsolete Count	Obsolete %	Revised Count	Revised %	w/ Func Pred Count	w/ Func Pred %	w/o Func Pred Sim Count	w/o Func Pred Sim %	w/o Func Pred No Sim Count	w/o Func Pred No Sim %	Signal Peptide Count	Signal Peptide %	Transmembrane Count	Transmembrane %	Orthologs Count	Orthologs %`	Paralogs Count	Paralogs %	Ortholog Group Count	Paralog Group Count	SwissProt Count	SwissProt %	Not SwissProt Count	Not SwissProt %	SEED Count	SEED %	Not SEED Count	Not SEED %	COG Count	COG %	KOG Count	KOG %	Pfam Count	Pfam %	TIGRfam Count	TIGRfam %	COG Cluster Count	KOG Cluster Count	Pfam Cluster Count	TIGRfam Cluster Count	InterPro Count	InterPro %	Enzyme Count	Enzyme %	TC Count	TC %	KEGG Count	KEGG %	Not KEGG Count	Not KEGG %	KO Count	KO %	Not KO Count	Not KO %	MetaCyc Count	MetaCyc %	Not MetaCyc Count	Not MetaCyc %	IMG Term Count	IMG Term %	IMG Pathwawy Count	IMG Pathway %	IMG Parts List Count	IMG Parts List %	Chromosomal Cassette Gene Count	Chromosomal Cassette Gene %	Chromosomal Cassette Count
648276680	Bacteria	Permanent Draft	Ktedonobacter racemifer SOSP1-21, DSM 44963	648276680	485913	49671	27943	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	racemifer	DSM 44963	DOE Joint Genome Institute		2010-10-29	Yes	2011-01-01	IMG/W 3.3			Gi02261	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Free living	_	_	Filaments	Filament-shaped	None	Chemoorganotroph	_	_	_	_	soil from a black locust wood collected in Gerenzano Italy	_	Gram+	_	_	Nonmotile	_	Aerobe	Acidophile	GEBA,  Tree of Life	_	Sporulating	Mesophile	_	11128	Eisen, Jonathan 	jaeisen@ucdavis.edu	DOE-GEBA 2007	10	7	7348426	0.54	10422932	13661586	11540	11453	99.25	87	23	7	8		8		63	1	482	4.18											7065	61.22	2361	20.46	2027	17.56	2660	23.05	2581	22.37	9028	78.23	4919	42.63	7654	1398			11453	99.25			11453	99.25	6654	57.66	2962	25.67	7250	62.82	1799	15.59	1731	857	1852	984	8013	69.44	1471	12.75			1683	14.58	9770	84.66	3272	28.35	8181	70.89	1436	12.44	10017	86.8	1045	9.06	302	2.62	461	3.99			
644736380	Bacteria	Finished	Kytococcus sedentarius 541, DSM 20547	644736380	478801	59071	21067	Actinobacteria	Actinobacteria	Actinomycetales	Dermacoccaceae	Kytococcus	sedentarius	541, DSM 20547	DOE Joint Genome Institute		2009-10-13	Yes	2009-12-01	IMG/W 3.0			Gc01042	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Free living	_	_	Tetrads	Sphere-shaped	Opportunistic infection,  Pitted keratolysis,  Pneumonia	_	_	_	_	_	slide submerged in sea water probably in San Diego	_	Gram+	_	_	Nonmotile	_	Obligate aerobe	Keratin degradation,  Non-Haemolytic,  Pathogen	Biotechnological,  GEBA,  Medical,  Tree of Life	_	Nonsporulating	Mesophile	_	11094	Eisen, Jonathan 	jaeisen@ucdavis.edu	DOE-GEBA 2007	1		1994844	0.72	2483117	2785024	2692	2639	98.03	53	6	2	2		2		47		221	8.21	1145	42.53	85	3.16							1819	67.57	777	28.86	43	1.6	550	20.43	602	22.36	2342	87	302	11.22	2292	113	2	0.07	2637	97.96	1860	69.09	779	28.94	1878	69.76	957	35.55	2020	75.04	754	28.01	1207	614	1336	708	2246	83.43	671	24.93			735	27.3	1904	70.73	1225	45.51	1414	52.53	657	24.41	1982	73.63	637	23.66	266	9.88	220	8.17	2607	96.84	166
639857019	Bacteria	Draft	Labrenzia aggregata IAM 12614	639857019	384765	54575	18315	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	aggregata	IAM 12614	J. Craig Venter Institute	Moore Foundation	2007-01-28	Yes	2007-03-01	IMG/W 2.1			Gi01460	Labrenzia aggregata IAM 12614	Free living	_	_	_	Rod-shaped	None	_	_	_	_	_	Damariscotta River in Maine	_	Gram-	_	_	Motile	_	Aerobe	_	Environmental,  Marine Microbial Initiative (MMI)	_	_	Mesophile	_	11204	King G	_	_	48		3896131	0.59	5700977	6561391	6390	6314	98.81	76	10	3	4		3		66		570	8.92											3956	61.91	2146	33.58	212	3.32	1284	20.09	1420	22.22	5637	88.22	1092	17.09	5526	380			6314	98.81			6314	98.81	4687	73.35	1906	29.83	4904	76.74	1472	23.04	2064	813	2077	1158	5251	82.18	1346	21.06			1708	26.73	4606	72.08	2914	45.6	3400	53.21	1315	20.58	4999	78.23	1490	23.32	406	6.35	577	9.03	6390	100	705
647533175	Bacteria	Draft	Labrenzia alexandrii DFL-11	647533175	244592	54727	19367	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	alexandrii	DFL-11	J. Craig Venter Institute		2010-06-24	Yes	2010-08-01	IMG/W 3.2			Gi01459	Labrenzia alexandrii DFL-11	Free living	_	_	_	Rod-shaped	None	_	Host-associated	_	_	_	toxic dinoflagellates Alexandrium ostenfeldii and Prorocentrum lima	_	Gram-	Alexandrium ostenfeldii	_	Motile	_	Aerobe	_	Environmental,  Marine Microbial Initiative (MMI)	_	_	Mesophile	_	11203	Wagner-Dobler I	iwd@gbf.de	_	6		3103149	0.56	4844568	5504826	5448	5385	98.84	60	9	3	3		3		51		466	8.55											3523	64.67	1344	24.67	518	9.51	1041	19.11	1198	21.99	4676	85.83	785	14.41	4640	312			5385	98.84			5385	98.84	3907	71.71	1685	30.93	4111	75.46	1406	25.81	1904	786	1959	1143	4375	80.3	1236	22.69			1517	27.85	3868	71	2474	45.41	2911	53.43	1206	22.14	4179	76.71	1063	19.51	306	5.62	392	7.2	5448	100	454
651324046	Bacteria	Draft	Lachnospiraceae bacterium 1_1_57FAA	651324046	658081	68209	39377	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	1_1_57FAA	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi04544	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	_	_	_	Host-associated	_	_	_	Human fecal sample	_	Gram+	Homo sapiens	_	_	_	_	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	15050	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-HMP Sequencing Center	92		1218114	0.42	2571410	2910479	2813	2755	97.94	58	6	3	1		2		52		38	1.35											536	19.05	2211	78.6	8	0.28	604	21.47	675	24	2692	95.7	241	8.57	2572				2755	97.94	3	0.11	2752	97.83	2013	71.56	802	28.51	2093	74.4	872	31	1230	483	1382	779	2361	83.93	670	23.82			733	26.06	2022	71.88	1289	45.82	1466	52.12	651	23.14	2104	74.8	427	15.18	159	5.65	155	5.51			
651324047	Bacteria	Draft	Lachnospiraceae bacterium 1_4_56FAA	651324047	658655	68205	39379	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	1_4_56FAA	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi04542	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	_	_	_	Host-associated	_	_	_	Human fecal sample	_	Gram+	Homo sapiens	_	_	_	_	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	15048	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-NHGRI	45		1467417	0.45	2892174	3227613	3249	3191	98.21	58	4	2	1		1		54		45	1.39											544	16.74	2519	77.53	128	3.94	651	20.04	724	22.28	2964	91.23	195	6	2880				3191	98.21	1	0.03	3190	98.18	2389	73.53	904	27.82	2423	74.58	942	28.99	1340	492	1461	827	2823	86.89	769	23.67			876	26.96	2315	71.25	1532	47.15	1659	51.06	752	23.15	2439	75.07	474	14.59	180	5.54	168	5.17			
651324048	Bacteria	Draft	Lachnospiraceae bacterium 2_1_46FAA	651324048	742723	66429	46369	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	2_1_46FAA	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi06025	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	Rod-shaped	_	_	Host-associated	_	_	_	Human gastrointestinal tract	_	Gram-	Homo sapiens	_	Nonmotile	_	Facultative	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	16562	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-HMP Sequencing Center	46		854280	0.39	2012177	2204631	2145	2081	97.02	64	4	2	1		1		60		26	1.21											450	20.98	1576	73.47	55	2.56	516	24.06	595	27.74	1954	91.1	96	4.48	1917				2081	97.02			2081	97.02	1574	73.38	663	30.91	1654	77.11	750	34.97	1075	432	1248	677	1882	87.74	517	24.1			540	25.17	1541	71.84	1035	48.25	1046	48.76	498	23.22	1583	73.8	351	16.36	130	6.06	149	6.95			
651324049	Bacteria	Draft	Lachnospiraceae bacterium 2_1_58FAA	651324049	658082	68203	39381	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	2_1_58FAA	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi04545	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	_	_	_	Host-associated	_	_	_	Human fecal sample	_	Gram+	Homo sapiens	_	_	_	_	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	15051	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-HMP Sequencing Center	90	1	1456958	0.42	3088684	3437939	3593	3534	98.36	59	4	2	1		1		55		41	1.14			1	0.03							566	15.75	2886	80.32	82	2.28	751	20.9	820	22.82	3296	91.73	353	9.82	3091				3534	98.36	1	0.03	3533	98.33	2482	69.08	968	26.94	2565	71.39	977	27.19	1337	513	1472	848	2948	82.05	813	22.63			917	25.52	2617	72.84	1586	44.14	1948	54.22	790	21.99	2744	76.37	528	14.7	185	5.15	199	5.54			
651324050	Bacteria	Draft	Lachnospiraceae bacterium 3_1_46FAA	651324050	665950	66427	40027	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	3_1_46FAA	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi04897	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	Rod-shaped	_	_	Host-associated	_	_	_	Human gastrointestinal tract	_	Gram-	Homo sapiens	_	Nonmotile	_	Facultative	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	15434	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-HMP Sequencing Center	80		1299858	0.42	2755903	3092386	2994	2940	98.2	54	6	3	1		2		48		40	1.34											539	18	2376	79.36	25	0.84	653	21.81	705	23.55	2814	93.99	213	7.11	2753				2940	98.2	19	0.63	2921	97.56	2045	68.3	816	27.25	2157	72.04	885	29.56	1247	491	1408	780	2443	81.6	646	21.58			707	23.61	2233	74.58	1259	42.05	1681	56.15	629	21.01	2311	77.19	434	14.5	162	5.41	164	5.48			
651324051	Bacteria	Draft	Lachnospiraceae bacterium 3_1_57FAA_CT1	651324051	658086	68201	39383	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	3_1_57FAA_CT1	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi04548	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	_	_	_	Host-associated	_	_	_	Human fecal sample	_	Gram+	Homo sapiens	_	_	_	_	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	15054	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-NHGRI	145	8	3597032	0.47	6808425	7693209	6951	6887	99.08	64	4	2	1		1		60		81	1.17									2		662	9.52	5920	85.17	305	4.39	1850	26.61	1944	27.97	6319	90.91	1129	16.24	6013				6887	99.08	11	0.16	6876	98.92	5184	74.58	1739	25.02	5234	75.3	1250	17.98	1638	648	1772	904	6162	88.65	1185	17.05			1461	21.02	5426	78.06	2814	40.48	4073	58.6	1158	16.66	5729	82.42	755	10.86	200	2.88	309	4.45			
651324052	Bacteria	Draft	Lachnospiraceae bacterium 4_1_37FAA	651324052	552395	63581	41967	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	4_1_37FAA	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi03748	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	_	_	_	Host-associated	_	_	_	Human feces	_	Gram+	Homo sapiens	_	_	_	_	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	259	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-NHGRI	38	3	1255087	0.41	2696478	3057756	3019	2950	97.71	69	6	4	1		1		63		32	1.06									1		479	15.87	2408	79.76	63	2.09	664	21.99	732	24.25	2771	91.79	172	5.7	2669				2950	97.71	1	0.03	2949	97.68	2179	72.18	874	28.95	2240	74.2	904	29.94	1248	500	1398	786	2609	86.42	678	22.46			737	24.41	2213	73.3	1402	46.44	1548	51.28	659	21.83	2291	75.89	457	15.14	162	5.37	174	5.76			
651324053	Bacteria	Draft	Lachnospiraceae bacterium 5_1_57FAA	651324053	658085	68199	39387	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	5_1_57FAA	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi04547	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	_	_	_	Host-associated	_	_	_	Human fecal sample	_	Gram+	Homo sapiens	_	_	_	_	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	15053	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-HMP Sequencing Center	64	3	1546248	0.46	2970046	3336973	3432	3371	98.22	61	6	3	1		2		55		49	1.43									4		599	17.45	2728	79.49	44	1.28	775	22.58	816	23.78	3242	94.46	292	8.51	3154				3371	98.22	1	0.03	3370	98.19	2557	74.5	1028	29.95	2651	77.24	1035	30.16	1353	515	1458	854	2934	85.49	814	23.72			913	26.6	2458	71.62	1622	47.26	1749	50.96	797	23.22	2574	75	561	16.35	193	5.62	191	5.57			
651324054	Bacteria	Draft	Lachnospiraceae bacterium 6_1_63FAA	651324054	658083	66423	39395	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	6_1_63FAA	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi04546	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	_	_	_	Host-associated	_	_	_	Human fecal sample	_	Gram+	Homo sapiens	_	_	_	_	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	15052	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-HMP Sequencing Center	37		1057469	0.39	2468985	2723336	2682	2621	97.73	61	5	2	2		1		56		41	1.53											541	20.17	2033	75.8	47	1.75	649	24.2	689	25.69	2501	93.25	159	5.93	2445				2621	97.73	3	0.11	2618	97.61	2046	76.29	863	32.18	2109	78.64	868	32.36	1241	498	1385	765	2336	87.1	699	26.06			759	28.3	1862	69.43	1355	50.52	1266	47.2	686	25.58	1935	72.15	388	14.47	159	5.93	134	5			
651324055	Bacteria	Draft	Lachnospiraceae bacterium 9_1_43BFAA	651324055	658088	66425	39399	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	9_1_43BFAA	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi04540	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	_	_	_	Host-associated	_	_	_	Human fecal sample	_	Gram+	Homo sapiens	_	_	_	_	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	15047	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-HMP Sequencing Center	26		1175349	0.41	2537962	2840852	2777	2720	97.95	57	4	2	1		1		53		41	1.48											513	18.47	2128	76.63	79	2.84	666	23.98	734	26.43	2580	92.91	138	4.97	2530				2720	97.95	1	0.04	2719	97.91	2047	73.71	832	29.96	2108	75.91	875	31.51	1207	490	1365	764	2450	88.22	668	24.05			718	25.86	2002	72.09	1327	47.79	1393	50.16	647	23.3	2073	74.65	452	16.28	165	5.94	170	6.12			
649989957	Bacteria	Draft	Lachnospiraceae bacterium sp. 5_1_63FAA	649989957	658089	61883	39389	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	5_1_63FAA	Broad Institute		2011-03-26	Yes	2011-07-01	IMG/W 3.4			Gi04550	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	_	_	_	Host-associated	_	_	_	Human fecal sample	_	Gram+	Homo sapiens	_	_	_	_	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	15056	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-NHGRI	94	2	1127375	0.37	2668080	3029557	3102	3037	97.9	65	4	2	1		1		61		215	6.93									3		2112	68.09	904	29.14	21	0.68	691	22.28	744	23.98	2891	93.2	150	4.84	2747	59			3037	97.9	5	0.16	3032	97.74	2311	74.5	939	30.27	2311	74.5	1029	33.17	1303	530	1350	827	2697	86.94	798	25.73			879	28.34	2158	69.57	1533	49.42	1504	48.48	780	25.15	2257	72.76	480	15.47	167	5.38	172	5.54	3099	99.9	277
649989958	Bacteria	Draft	Lachnospiraceae bacterium sp. 8_1_57FAA	649989958	665951	61885	40029	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	bacterium	8_1_57FAA	Broad Institute		2011-03-26	Yes	2011-07-01	IMG/W 3.4			Gi04898	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	_	Rod-shaped	_	_	Host-associated	_	_	_	Human gastrointestinal tract	_	Gram-	Homo sapiens	_	Nonmotile	_	Facultative	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	15435	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-HMP Sequencing Center	115		1217639	0.42	2559848	2909170	2693	2635	97.85	58	5	3	1		1		53		203	7.54											1432	53.17	1198	44.49	5	0.19	564	20.94	635	23.58	2534	94.1	144	5.35	2445	35			2635	97.85	2	0.07	2633	97.77	1961	72.82	790	29.34	2008	74.56	875	32.49	1237	483	1331	784	2272	84.37	644	23.91			713	26.48	1922	71.37	1252	46.49	1383	51.36	629	23.36	2006	74.49	451	16.75	166	6.16	161	5.98	2693	100	254
651324056	Bacteria	Draft	Lachnospiraceae oral taxon 107 str. F0167	651324056	575593	66385	42531	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified		taxon 107 str. F0167	Broad Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gi03749	Human Microbiome Project (HMP) Reference Genomes	Free living	Oral	_	_	_	_	_	Host-associated	_	_	_	Human oral sample	_	Gram+	Homo sapiens	_	_	_	_	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	14267	Broad Institute	hmpstrainsbroad@broad.mit.edu	NIH-HMP Jumpstart Supplement	104	5	1170724	0.36	2930705	3279855	3152	3094	98.16	58	7	5	1		1		51		52	1.65			1	0.03							507	16.09	2503	79.41	84	2.66	780	24.75	803	25.48	2818	89.4	380	12.06	2688				3094	98.16			3094	98.16	2191	69.51	880	27.92	2255	71.54	840	26.65	1277	503	1396	757	2732	86.68	681	21.61			796	25.25	2298	72.91	1368	43.4	1726	54.76	656	20.81	2438	77.35	345	10.95	130	4.12	116	3.68			
650716044	Bacteria	Finished	Lacinutrix sp. 5H-3-7-4	650716044	983544	68067	62899	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	sp.	5H-3-7-4	DOE Joint Genome Institute		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gc01838	Carbohydrate degrading bacteria from deep sea	Free living	_	_	_	Rod-shaped	_	Heterotroph	_	_	_	_	subseafloor sediments at Suruga Bay (Japan) from a depth of 41 m	_	Gram-	_	_	Nonmotile	_	Aerobe	_	Biotechnological	_	Nonsporulating	Psychrophile	_	1928	Antranikian, Garabed 	antranikian@tu-harburg.de	DOE-BESC 2010	1		1015985	0.31	3038464	3296168	3026	2982	98.55	44	6	2	2		2		36	2	23	0.76			15	0.5							1922	63.52	956	31.59	104	3.44	1195	39.49	715	23.63	2728	90.15	73	2.41	2714				2982	98.55	2	0.07	2980	98.48	2048	67.68	967	31.96	2146	70.92	863	28.52	1297	642	1470	749	2747	90.78	701	23.17			704	23.27	2278	75.28	1242	41.04	1740	57.5	677	22.37	2305	76.17	436	14.41	171	5.65	201	6.64			
650716045	Bacteria	Finished	Lactobacillus acidophilus 30SC	650716045	891391	63605	53145	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	acidophilus	30SC	Korea University		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gc01676	Lactobacillus acidophilus 30SC	Free living	_	_	_	Rod-shaped	_	_	Host-associated	_	_	_	swine instestine	_	Gram+	Sus scrofa	_	_	_	Facultative	_	Food industry,  Medical	_	_	Mesophile	_	1221	Sea Heon Kim	_	_	3		799843	0.38	1824599	2097766	2134	2059	96.49	75	12	4	4		4		63		27	1.27											1469	68.84	561	26.29	29	1.36	514	24.09	524	24.55	1964	92.03	187	8.76	1923				2059	96.49	24	1.12	2035	95.36	1538	72.07	662	31.02	1596	74.79	669	31.35	985	416	1120	590	1854	86.88	521	24.41			564	26.43	1495	70.06	1016	47.61	1043	48.88	506	23.71	1553	72.77	245	11.48	95	4.45	75	3.51			
643886014	Bacteria	Draft	Lactobacillus acidophilus ATCC 4796	643886014	525306	55489	31477	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	acidophilus	ATCC 4796	BCM-HGSC		2009-06-09	Yes	2009-08-01	IMG/W 2.9			Gi02787	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	Chains	Rod-shaped	None	_	Host-associated	_	_	_	_	_	Gram+	Homo sapiens	_	_	_	Microaerophilic	_	Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	13368	Gibbs R	hmpstrains@bcm.edu	NIH-HMP Jumpstart Supplement	69	2	691616	0.35	1805103	1999667	2081	2020	97.07	61	3	1	1		1		58		151	7.26									1		1525	73.28	485	23.31	10	0.48	403	19.37	564	27.1	1936	93.03	312	14.99	1872	128			2020	97.07	1222	58.72	798	38.35	1485	71.36	693	33.3	1561	75.01	669	32.15	957	432	1068	594	1708	82.08	550	26.43			614	29.51	1406	67.56	1061	50.99	959	46.08	531	25.52	1489	71.55	504	24.22	161	7.74	200	9.61	2080	99.95	127
637000138	Bacteria	Finished	Lactobacillus acidophilus NCFM	637000138	272621	57685	82	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	acidophilus	NCFM	California Polytechnic State Univ, Environm Biotech Inst, State Univ of New York	Dairy Management Inc, Environm Biotech Inst	2006-10-02	Yes	2006-12-01	IMG/W 2.0			Gc00252	Lactobacillus acidophilus NCFM	Free living	Gastrointestinal tract	_	Chains	Rod-shaped	None	_	Host-associated	_	_	_	Human in 1970	_	Gram+	Homo sapiens	_	_	_	Facultative	Probiotic	Biotechnological,  Food industry,  Yogurt production	_	_	Mesophile	_	10433	Cano R	_	_	1	1	692059	0.35	1787037	1993564	1970	1864	94.62	106	13	4	4		5		61	32	152	7.72	857	43.5									1371	69.59	480	24.37	13	0.66	392	19.9	509	25.84	1818	92.28	321	16.29	1796	127	281	14.26	1583	80.36	1863	94.57	1	0.05	1433	72.74	671	34.06	1501	76.19	663	33.65	947	428	1050	597	1628	82.64	526	26.7			583	29.59	1281	65.03	1015	51.52	849	43.1	507	25.74	1357	68.88	581	29.49	180	9.14	236	11.98	1970	100	127
647000263	Bacteria	Draft	Lactobacillus amylolyticus DSM 11664	647000263	585524	48293	34615	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	amylolyticus	DSM 11664	BCM-HGSC		2010-06-24	Yes	2010-08-01	IMG/W 3.2			Gi02788	Human Microbiome Project (HMP) Reference Genomes	Free living	Gastrointestinal tract	_	Chains	Rod-shaped	None	_	Host-associated	_	_	_	acidified beer wort	_	Gram+	Homo sapiens	_	_	_	Microaerophilic	_	Comparative analysis,  Human Microbiome Project (HMP),  Medical	_	_	Mesophile	_	13369	BCM-HGSC	hmpstrains@bcm.edu	NIH-HMP Jumpstart Supplement	73	1	589622	0.38	1382104	1540806	1745	1684	96.5	61	3	1	1		1		55	3	95	5.44											1294	74.15	348	19.94	42	2.41	313	17.94	432	24.76	1557	89.23	188	10.77	1528	84			1684	96.5	2	0.11	1682	96.39	1195	68.48	585	33.52	1259	72.15	575	32.95	855	407	973	537	1384	79.31	464	26.59			492	28.19	1192	68.31	904	51.81	780	44.7	443	25.39	1241	71.12	253	14.5	100	5.73	88	5.04	1745	100	129
650716046	Bacteria	Finished	Lactobacillus amylovorus GRL 1112	650716046	695560	61179	42073	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	amylovorus	GRL 1112	Univ of Helsinki		2011-08-22	Yes	2011-12-01	IMG/W 3.5			Gc01545	Lactobacillus amylovorus GRL 1112	Free living	Urogenital tract	_	Chains	Rod-shaped	None	_	Host-associated	_	_	_	porcine faeces	_	Gram+	Sus scrofa	_	Nonmotile	_	Facultative	_	Medical	_	_	Mesophile	_	16196	Ravi Kant	Ravi.Kant.Bhardwaj@gmail.com	_	3		809669	0.38	1849886	2126674	2193	2121	96.72	72	12	4	4		4		60		26	1.19											1466	66.85	593	27.04	62	2.83	511	23.3	514	23.44	2046	93.3	205	9.35	2018				2121	96.72	25	1.14	2096	95.58	1515	69.08	652	29.73	1598	72.87	672	30.64	982	420	1112	590	1866	85.09	512	23.35			552	25.17	1569	71.55	996	45.42	1125	51.3	499	22.75	1622	73.96	236	10.76	98	4.47	71	3.24			
